Product_Weight,Product_Allocated_Area,Product_MRP,Store_Age,Product_Sugar_Content,Store_Id,Store_Size,Store_Location_City_Type,Store_Type,Product_Category,Product_Id
15.16,0.104,174.94,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD2543
11.11,0.016,168.41,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3114
12.12,0.102,134.17,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7766
11.66,0.046,156.04,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3352
12.22,0.02,135.23,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR5026
13.16,0.011,130.22,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7849
14.43,0.016,149.64,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4777
9.26,0.021,83.38,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD5329
13.19,0.062,160.97,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7606
13.99,0.029,194.61,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD8683
10.25,0.064,93.78,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD6591
12.47,0.04,151.92,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7334
13.1,0.142,194.13,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC4500
11.48,0.107,112.69,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD4802
10.74,0.175,151.56,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7001
11.94,0.089,97.93,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC2197
15.45,0.036,166.22,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC2775
13.66,0.018,195.78,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD3178
11.03,0.028,172.58,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2158
10.64,0.144,150.91,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5936
9.98,0.129,110.72,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD8244
11.3,0.099,90.06,27,Regular,OUT002,Small,Tier 3,Food Mart,Beverages,DR8694
14.78,0.119,152.48,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD3187
10.92,0.142,184.73,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC9
10.69,0.093,161.36,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5314
12.41,0.039,133.28,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC3974
10.15,0.087,92.32,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD5967
15.48,0.044,155.55,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD6823
12.06,0.165,101.07,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC3271
15.72,0.067,175.09,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD8189
11.75,0.03,161.68,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7576
12.92,0.013,117.1,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1646
11.15,0.096,156.0,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6212
11.61,0.062,140.06,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6793
13.1,0.031,164.26,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2072
13.45,0.038,133.56,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR362
10.96,0.137,122.25,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2173
15.56,0.153,171.92,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD5300
12.55,0.162,157.6,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC235
13.42,0.033,148.54,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5871
12.76,0.036,136.48,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR4784
15.04,0.065,159.1,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC4127
11.96,0.009,159.43,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1063
12.95,0.128,149.98,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4405
14.68,0.168,115.47,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC3356
14.28,0.14,144.26,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD8215
13.83,0.055,106.74,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3995
11.49,0.05,143.55,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4960
9.71,0.008,145.5,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC5066
8.26,0.116,94.18,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD6535
13.75,0.038,150.43,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD711
16.64,0.015,172.08,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD4410
8.58,0.056,153.47,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1737
12.51,0.021,142.41,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4766
11.47,0.052,148.51,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD2680
10.72,0.025,104.39,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD1116
12.1,0.094,151.61,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7732
11.68,0.12,129.73,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1079
14.2,0.054,112.5,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6149
13.23,0.031,157.0,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3562
10.71,0.066,118.97,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD1202
13.84,0.104,168.07,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD5384
12.19,0.026,106.44,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1138
10.45,0.021,161.39,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7145
11.16,0.087,178.04,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7990
10.42,0.032,103.85,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD3895
13.05,0.017,163.79,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD2876
9.45,0.094,162.28,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD289
12.23,0.054,152.83,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5453
13.07,0.059,162.75,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5503
9.45,0.035,129.31,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC208
12.58,0.174,110.83,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5600
11.14,0.038,138.81,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3860
11.86,0.043,138.12,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC6758
11.98,0.085,112.33,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR4193
12.76,0.016,168.41,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3019
11.32,0.071,149.64,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD2567
12.57,0.036,143.09,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7339
9.23,0.091,145.85,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC2437
14.3,0.084,153.77,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3666
16.98,0.015,188.74,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD8034
10.89,0.061,84.31,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD4708
11.39,0.067,115.79,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5785
12.43,0.044,160.44,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1764
13.75,0.025,198.23,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD8093
13.68,0.022,169.62,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD3733
11.39,0.09,148.97,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC3863
12.54,0.1,217.78,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC6377
12.91,0.035,140.6,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6537
10.89,0.173,105.54,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD390
12.22,0.074,135.02,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5676
10.11,0.036,139.32,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5109
11.11,0.019,112.91,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD7968
10.55,0.07,113.13,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD734
13.07,0.037,143.79,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD8037
12.03,0.031,137.0,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2579
10.42,0.11,128.48,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7961
13.41,0.078,150.61,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC2530
10.71,0.096,119.7,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD2068
9.77,0.03,132.65,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD313
11.0,0.173,126.72,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8707
11.42,0.018,147.95,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC4185
7.86,0.027,110.26,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD2845
13.27,0.035,157.42,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7447
11.91,0.098,160.78,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7754
12.68,0.032,133.34,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8342
9.9,0.015,85.56,27,Regular,OUT002,Small,Tier 3,Food Mart,Fresh,FD2446
10.42,0.034,123.46,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC6245
9.72,0.029,142.16,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5532
12.29,0.044,120.74,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC824
13.91,0.076,157.43,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD2782
14.21,0.112,176.33,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC5088
11.14,0.016,109.91,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD1266
13.92,0.054,181.48,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD8592
10.72,0.119,127.9,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1993
13.7,0.016,136.46,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC6066
12.21,0.205,142.68,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4729
8.18,0.065,110.71,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD7998
14.42,0.073,154.35,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD7430
13.2,0.019,194.9,38,No Sugar,OUT001,High,Tier 2,Supermarket Type1,Non-Consumable,NC2257
14.83,0.035,155.26,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR6171
13.31,0.054,143.27,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3086
13.3,0.03,156.27,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3383
14.69,0.076,171.16,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD8470
9.41,0.013,121.78,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC708
12.39,0.055,114.62,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7406
16.36,0.103,142.17,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD3920
9.54,0.079,117.68,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR455
12.22,0.032,137.13,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4359
12.28,0.026,154.38,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1059
12.44,0.061,137.09,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2626
12.44,0.025,157.96,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6040
13.3,0.142,166.26,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3113
12.67,0.038,150.51,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7289
15.1,0.17,193.93,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Beverages,DR397
12.15,0.047,140.69,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1827
13.23,0.123,109.06,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7602
13.89,0.104,173.64,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD1480
12.92,0.137,106.24,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR4858
12.55,0.024,147.68,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6050
12.5,0.081,135.26,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5160
15.2,0.012,179.74,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD6842
13.73,0.027,157.0,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD555
10.35,0.015,109.57,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Beverages,DR2793
13.66,0.076,144.64,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4883
11.73,0.048,122.21,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR7064
14.51,0.066,131.78,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6468
16.67,0.017,208.21,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD7695
5.71,0.031,120.96,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD4308
12.69,0.018,136.64,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD149
14.07,0.05,154.0,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5856
15.78,0.083,198.38,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD2277
11.47,0.047,130.27,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD199
11.29,0.021,155.86,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR8079
15.25,0.052,165.85,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR7489
13.55,0.079,124.94,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6041
15.91,0.092,171.64,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD2801
13.31,0.019,145.26,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6930
12.74,0.033,168.17,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6056
14.44,0.012,151.93,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR2739
14.26,0.026,149.2,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1632
13.84,0.024,125.06,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5527
11.25,0.046,191.85,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD4437
14.17,0.064,142.1,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD1638
10.9,0.036,107.79,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD3110
12.09,0.123,148.76,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC4296
12.77,0.094,176.93,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD2182
9.96,0.19,109.74,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC3046
13.31,0.1,160.34,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1747
9.63,0.162,108.43,27,Regular,OUT002,Small,Tier 3,Food Mart,Fresh,FD3355
11.72,0.022,133.1,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD8529
7.73,0.025,116.23,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC5733
13.01,0.122,138.08,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD745
13.31,0.077,169.93,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD6742
15.12,0.058,133.4,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8251
11.03,0.098,142.58,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7253
8.81,0.015,142.71,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD4682
12.75,0.007,146.47,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2432
8.91,0.108,113.78,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD1219
11.07,0.034,156.4,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5535
13.28,0.071,127.34,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR4986
15.92,0.045,191.88,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD32
8.65,0.021,118.18,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC7721
11.44,0.029,149.79,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC5700
12.98,0.211,118.77,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC6033
14.69,0.053,152.72,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD4504
12.35,0.015,152.86,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7485
9.61,0.026,161.79,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD201
12.29,0.108,156.35,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1220
9.72,0.047,139.61,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC1491
12.56,0.066,145.21,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7116
15.73,0.171,137.01,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8605
7.86,0.064,90.25,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD8281
15.77,0.021,144.56,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD2732
15.02,0.044,193.24,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD1758
14.57,0.077,145.88,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5057
16.01,0.053,219.19,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD609
13.24,0.131,171.54,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD4595
11.2,0.089,166.49,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC4577
13.89,0.053,182.66,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR5284
14.41,0.019,117.74,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1841
11.12,0.066,181.96,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR3530
13.33,0.089,159.58,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC6827
12.57,0.168,162.39,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5644
10.54,0.049,151.98,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR7851
10.83,0.174,111.45,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD696
14.5,0.072,154.7,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD4703
19.12,0.056,193.68,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD3905
14.45,0.042,170.68,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD431
10.76,0.025,186.22,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5485
12.99,0.026,126.49,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD1222
13.2,0.077,136.92,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3910
7.68,0.05,67.01,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD2160
13.45,0.094,192.35,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD1686
6.8,0.191,85.64,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC3307
13.34,0.03,160.5,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3749
15.7,0.042,169.76,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD5158
12.69,0.113,137.99,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD2272
11.89,0.055,80.76,27,Regular,OUT002,Small,Tier 3,Food Mart,Beverages,DR7992
12.43,0.082,150.27,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD7772
13.64,0.12,186.28,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD1622
10.54,0.062,124.14,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4652
12.64,0.019,165.51,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD7740
11.03,0.024,82.26,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD8302
14.46,0.038,129.92,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Beverages,DR7350
8.46,0.104,112.16,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD4031
13.95,0.113,143.31,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD3785
11.68,0.125,111.67,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2607
17.35,0.047,137.15,26,Regular,OUT003,Medium,Tier 1,Departmental Store,Beverages,DR3464
15.01,0.094,164.47,26,No Sugar,OUT003,Medium,Tier 1,Departmental Store,Non-Consumable,NC7744
10.41,0.17,115.64,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD7386
7.21,0.035,147.23,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC6948
11.69,0.076,132.88,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD6280
13.1,0.068,152.97,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7936
16.4,0.11,171.86,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD743
10.78,0.128,170.3,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD5328
13.04,0.028,126.64,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD14
14.44,0.019,141.72,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3304
12.68,0.024,140.13,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC7553
11.91,0.115,121.68,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4063
5.81,0.053,68.8,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD1345
19.0,0.026,202.27,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Fresh,FD7246
7.13,0.074,83.24,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD7401
13.94,0.03,95.32,16,No Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Non-Consumable,NC2798
14.53,0.132,174.17,26,Low Sugar,OUT003,Medium,Tier 1,Departmental Store,Packaged,FD6801
8.47,0.031,73.7,27,Regular,OUT002,Small,Tier 3,Food Mart,Packaged,FD7181
12.88,0.026,89.6,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Packaged,FD3570
9.14,0.036,159.23,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD2428
9.96,0.118,120.32,27,No Sugar,OUT002,Small,Tier 3,Food Mart,Non-Consumable,NC4590
13.58,0.178,117.91,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD4922
13.68,0.041,196.53,38,Low Sugar,OUT001,High,Tier 2,Supermarket Type1,Beverages,DR5567
14.13,0.032,162.07,38,Regular,OUT001,High,Tier 2,Supermarket Type1,Fresh,FD5434
10.68,0.036,145.38,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD2995
9.79,0.1,96.07,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Fresh,FD4375
13.2,0.03,149.75,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD5704
13.05,0.071,133.57,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD6612
12.57,0.152,156.22,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD3094
11.76,0.082,180.96,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Fresh,FD8039
12.73,0.027,144.29,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD597
8.87,0.088,113.03,27,Low Sugar,OUT002,Small,Tier 3,Food Mart,Packaged,FD2676
13.2,0.129,119.89,16,Low Sugar,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD8696
14.58,0.011,144.79,16,Regular,OUT004,Medium,Tier 2,Supermarket Type2,Packaged,FD4909
